,id_participante,id_mensaje,enviado,tipo,subtipo,recibido,clase,recibido_limpio,recibido_corregido,recibido_corregido_sin_emoticones,recibido_corregido_significado_emoticones,recibido_corregido_significado_emoticones_sin_tildes,recibido_corregido_significado_emoticones_sin_stop_words,recibido_corregido_significado_emoticones_sin_tildes_sin_stop_words,recibido_corregido_significado_emoticones_sin_stop_words_lematizada,recibido_corregido_significado_emoticones_sin_tildes_sin_stop_words_lematizada,recibido_corregido_significado_emoticones_sin_stop_words_stemetizada,recibido_corregido_significado_emoticones_sin_tildes_sin_stop_words_stemetizada
5364,1651,5499,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
5365,1651,5500,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,Ok,agradecimiento,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
5366,1651,5501,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,Sii,respuesta a consejo o pregunta,sii,si,si,si,si,si,si,si,si,si,si
5367,1652,5502,"Si tus valores de azúcar en sangre están altos, visita a tu médico. ¡Él ayudará a que bajen para que puedas estar bien!",educativo,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
5368,1653,5503,Consulta con tu médico para chequear tus niveles de azúcar en sangre. ¡El diagnóstico se hace con un análisis muy simple! Aconsejale también a tus familiares que se midan el azucar.,educativo,,Si quiero recibirlo,optin,si quiero recibirlo,sí quiero recibirlo,sí quiero recibirlo,sí quiero recibirlo,si quiero recibirlo,sí quiero recibirlo,si quiero recibirlo,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
5369,1653,5504,Para que tu DIABETES esté bien controlada debe tener un valor de hemoglobina glicosilada cercano al 7 en sus analisis de sangre. ¿Conoces cuál es tu valor de hemoglobina glicosilada ?,educativo,glicemia,Buen día,saludo,buen día,buen día,buen día,buen día,buen dia,buen día,buen dia,buen día,buen dia,buen dia,buen dia
5370,1653,5505,Para que tu DIABETES esté bien controlada debe tener un valor de hemoglobina glicosilada cercano al 7 en sus analisis de sangre. ¿Conoces cuál es tu valor de hemoglobina glicosilada ?,educativo,glicemia,No conozco,glicemia,no conozco,no conozco,no conozco,no conozco,no conozco,no conozco,no conozco,no conocer,no conocer,no conozc,no conozc
5371,1654,5506,"La DIABETES es una enfermedad crónica pero si se puede controlar! Si estás controlado, vas a estar bien y llevar una vida normal.",educativo,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
5372,1654,5507,Para que tu DIABETES esté bien controlada debe tener un valor de hemoglobina glicosilada cercano al 7 en sus analisis de sangre. ¿Conoces cuál es tu valor de hemoglobina glicosilada ?,educativo,glicemia,no conozco mi valor ..,glicemia,no conozco mi valor ,no conozco mi valor ,no conozco mi valor ,no conozco mi valor,no conozco mi valor,no conozco valor,no conozco valor,no conocer valor,no conocer valor,no conozc valor,no conozc valor
5373,1655,5508,"Necesitamos tu aprobación para enviarte mensajes con consejos saludables semanales por WhatsApp. Si no querés recibirlos, respondé 'NO quiero recibirlos'. Si querés recibirlos, por favor respondé 'SÍ quiero recibirlos' a este mensaje.",consentimiento,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
5374,1655,5509,¿Sabías que la DIABETES es una enfermedad que se puede prevenir?,educativo,,No,respuesta a consejo o pregunta,no,no,no,no,no,no,no,no,no,no,no
5375,1656,5510,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
5376,1656,5511,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,Bien gracias,agradecimiento,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien graci,bien graci
5377,1656,5512,¿Sabías que la DIABETES es una enfermedad que se puede prevenir?,educativo,,Me gustaría recibir más información,pregunta,me gustaría recibir más información,me gustaría recibir más información,me gustaría recibir más información,me gustaría recibir más información,me gustaria recibir mas informacion,gustaría recibir información,gustaria recibir mas informacion,gustar recibir información,gustario recibir mas informacion,gust recib inform,gustari recib mas inform
5378,1656,5513,¿Sabías que la DIABETES es una enfermedad que se puede prevenir?,educativo,,De la diabetes y cuales son sus  síntomas,respuesta a consejo o pregunta,de la diabetes y cuales son sus síntomas,de la diabetes y cuales son sus síntomas,de la diabetes y cuales son sus síntomas,de la diabetes y cuales son sus síntomas,de la diabetes y cuales son sus sintomas,diabetes cuales síntomas,diabetes cuales sintomas,diabetes cual síntoma,diabetes cual sintoma,diabet cual sintom,diabet cual sintom
5379,1656,5514,¡Perder peso y realizar actividad fisica puede ayudarnos a prevenir la diabetes!,educativo,,Ok gracias padre,agradecimiento,ok gracias padre,ok gracias padre,ok gracias padre,ok gracias padre,ok gracias padre,ok gracias padre,ok gracias padre,ok gracias padre,ok gracias padre,ok graci padr,ok graci padr
5380,1656,5515,¡Perder peso y realizar actividad fisica puede ayudarnos a prevenir la diabetes!,educativo,,Ok gracias,agradecimiento,ok gracias,ok gracias,ok gracias,ok gracias,ok gracias,ok gracias,ok gracias,ok gracias,ok gracias,ok graci,ok graci
5381,1656,5516,"Las metas son algo que deseamos, planeamos y nos comprometemos a hacer. Es importante pensar nuestras metas antes de pensar un cambio de hábito. ¿Pensaste alguna vez en qué metas querés cumplir?",educativo,,Bien gracias,agradecimiento,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien graci,bien graci
5382,1656,5517,"Las metas son algo que deseamos, planeamos y nos comprometemos a hacer. Es importante pensar nuestras metas antes de pensar un cambio de hábito. ¿Pensaste alguna vez en qué metas querés cumplir?",educativo,,Si,respuesta a consejo o pregunta,si,si,si,si,si,si,si,si,si,si,si
5383,1656,5518,¿Qué podés hacer hoy para acercarte a cumplir el cambio de hábito que deseas? Es importante ir cambiando poco a poco. Un pequeño cambio es de gran ayuda.,educativo,,Bien gracias,agradecimiento,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien gracias,bien graci,bien graci
5384,1656,5519,La insulina evita que la DIABETES avance. Ayuda a que el azúcar en la sangre no suba.,educativo,,Gracias,agradecimiento,gracias,gracias,gracias,gracias,gracias,gracias,gracias,gracias,gracias,graci,graci
5385,1656,5520,La insulina evita que la DIABETES avance. Ayuda a que el azúcar en la sangre no suba.,educativo,,No por ahora,respuesta a consejo o pregunta,no por ahora,no por ahora,no por ahora,no por ahora,no por ahora,no ahora,no ahora,no ahora,no ahora,no ahor,no ahor
5386,1656,5521,La insulina evita que la DIABETES avance. Ayuda a que el azúcar en la sangre no suba.,educativo,,Ok,respuesta a consejo o pregunta,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
5387,1656,5522,"Si querés bajar de peso, es importante que sea de a poco, para que se mantenga a lo largo del tiempo. Esto nos ayuda a evitar el ""Efecto Rebote"" o volver a subir rápido.",educativo,,Gracias,agradecimiento,gracias,gracias,gracias,gracias,gracias,gracias,gracias,gracias,gracias,graci,graci
5388,1656,5524,Hay 1440 minutos en el día. ¿Cuántos minutos usted PUEDE DEDICAR para realizar Actividad Física en el dia?,educativo,,1'hora,respuesta a consejo o pregunta,1 hora,1 hora,1 hora,1 hora,1 hora,1 hora,1 hora,1 hora,1 hora,1 hor,1 hor
5389,1657,5525,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
5390,1657,5526,¿Sabías que la DIABETES es una enfermedad que se puede prevenir?,educativo,,Cuando ya tenes diabetes no. Solomante podes cuidarte nomaa,respuesta a consejo o pregunta,cuando ya tenes diabetes no solomante podes cuidarte nomaa,cuando ya tenes diabetes no solomante podes cuidarte nomaa,cuando ya tenes diabetes no solomante podes cuidarte nomaa,cuando ya tenes diabetes no solomante podes cuidarte nomaa,cuando ya tenes diabetes no solomante podes cuidarte nomaa,cuando ya tenes diabetes no solomante podes cuidarte nomaa,cuando ya tenes diabetes no solomante podes cuidarte nomaa,cuando ya tén diabet no solomante pod cuidarte nomaa,cuando ya tén diabet no solomante pod cuidarte nomaa,cuand ya ten diabet no solom pod cuidart noma,cuand ya ten diabet no solom pod cuidart noma
5391,1658,5527,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
5392,1658,5528,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,Hla bueno muchas gracias,respuesta a consejo o pregunta,hla bueno muchas gracias,hola bueno muchas gracias,hola bueno muchas gracias,hola bueno muchas gracias,hola bueno muchas gracias,hola bueno muchas gracias,hola bueno muchas gracias,holar bueno mucho gracia,holar bueno mucho gracia,hol buen much graci,hol buen much graci
5393,1658,5529,¿Sabías que la DIABETES es una enfermedad que se puede prevenir?,educativo,,Hla sii,respuesta a consejo o pregunta,hla sii,hola si,hola si,hola si,hola si,hola si,hola si,holar si,holar si,hol si,hol si
5394,1658,5530,"La PREDIABETES es un estado anterior a la diabetes, en donde el azúcar en sangre (glucemia) está en valores por encima de lo normal (entre 110 y 125 mg/dl)",educativo,,Hla,saludo,hla,hola,hola,hola,hola,hola,hola,holar,holar,hol,hol
5395,1659,5531,"Necesitamos tu aprobación para enviarte mensajes con consejos saludables semanales por WhatsApp. Si no querés recibirlos, respondé 'NO quiero recibirlos'. Si querés recibirlos, por favor respondé 'SÍ quiero recibirlos' a este mensaje.",consentimiento,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
5396,1659,5532,¿Sabías que los medicamentos para la DIABETES y la insulina se entregan gratis para las personas que no tienen obra social?,educativo,,No,respuesta a consejo o pregunta,no,no,no,no,no,no,no,no,no,no,no
5397,1660,5533,"Necesitamos tu aprobación para enviarte mensajes con consejos saludables semanales por WhatsApp. Si no querés recibirlos, respondé 'NO quiero recibirlos'. Si querés recibirlos, por favor respondé 'SÍ quiero recibirlos' a este mensaje.",consentimiento,,NO quiero recibirlos,baja,no quiero recibirlos,no quiero recibirlos,no quiero recibirlos,no quiero recibirlos,no quiero recibirlos,no quiero recibirlos,no quiero recibirlos,no querer recibir él,no querer recibir él,no quier recib,no quier recib
5398,1660,5534,"Necesitamos tu aprobación para enviarte mensajes con consejos saludables semanales por WhatsApp. Si no querés recibirlos, respondé 'NO quiero recibirlos'. Si querés recibirlos, por favor respondé 'SÍ quiero recibirlos' a este mensaje.",consentimiento,,Gracias y que tenga una buena noche,optin,gracias y que tenga una buena noche,gracias y que tenga una buena noche,gracias y que tenga una buena noche,gracias y que tenga una buena noche,gracias y que tenga una buena noche,gracias buena noche,gracias buena noche,gracias buen noche,gracias buen noche,graci buen noch,graci buen noch
5399,1661,5535,"Necesitamos tu aprobación para enviarte mensajes con consejos saludables semanales por WhatsApp. Si no querés recibirlos, respondé 'NO quiero recibirlos'. Si querés recibirlos, por favor respondé 'SÍ quiero recibirlos' a este mensaje.",consentimiento,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
5400,1661,5536,Para que tu DIABETES esté bien controlada debe tener un valor de hemoglobina glicosilada cercano al 7 en sus analisis de sangre. ¿Conoces cuál es tu valor de hemoglobina glicosilada ?,educativo,glicemia,"Todavía no ,el 14 de este mes tengo turno de análisis...",respuesta a consejo o pregunta,todavía no el 14 de este mes tengo turno de análisis ,todavía no el 14 de este mes tengo turno de análisis ,todavía no el 14 de este mes tengo turno de análisis ,todavía no el 14 de este mes tengo turno de análisis,todavia no el 14 de este mes tengo turno de analisis,todavía no 14 mes tengo turno análisis,todavia no 14 mes tengo turno analisis,todavía no 14 mes tener turno análisis,todavio no 14 mes tener turno analisis,todav no 14 mes teng turn analisis,todavi no 14 mes teng turn analisis
5401,1662,5537,"Necesitamos tu aprobación para enviarte mensajes con consejos saludables semanales por WhatsApp. Si no querés recibirlos, respondé 'NO quiero recibirlos'. Si querés recibirlos, por favor respondé 'SÍ quiero recibirlos' a este mensaje.",consentimiento,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
